cod_empresa|alerta|sequencia|num_programa|data_programa|cod_equip|num_ordem|ies_situa|cod_item_cliente|cod_item|operacao|qtd_planej|qtd_boas|horas_necessarias|qtd_percentual|obs_alerta
01|0|28|29785|2022-09-30 09:54:17|BM-0011|13892133|4|1002406050|870000307800|065 - COLAR COMPONENTE|2000|0|30,769|0|
01|0|28|29786|2022-09-30 09:57:23|RO-017|13892345|4|501580990|870000316900|072 - MONTAR E TRAVAR|5000|5000|0|1|
01|0|01|29945|2022-10-01 12:52:05|SP-0456|13912148|4|520498750|87000030850010|060 - SOLDAR PARAFUSO PROJECAO|7000|0|18,667|0|
01|0|01|29960|2022-10-01 15:06:29|RP-0006|13902931|4|52120741|100000045300|055 - MONTAR COMP.E SOLDAR PONTO|2375|2006|2,883|0,845|
12|0|02|26446|2022-09-01 08:13:43|GL-0001|11964847|4|203086_203087|87000032720010|003 - CORTAR BLANK|3000|1755|6,044|0,585|
12|0|02|29795|2022-09-30 10:16:26|GR-0001|12279838|4|534900930 LE|87000031760030|207 - GRAVAR|300|0|1,667|0|
12|0|02|29802|2022-09-30 11:02:06|PR-0440|12287902|4|534895170 LE|870000328203|004 - ESTAMPAR CPL. PROGRESSIVA|2401|2387|0,023|0,994|
12|0|02|29802|2022-09-30 11:02:06|PR-0440|12287931|4|534895190 LD|870000328204|004 - ESTAMPAR CPL. PROGRESSIVA|2401|2387|0,023|0,994|
12|0|03|29973|2022-10-01 15:54:33|PR-0440|12292753|4|534943020 LD|870000319001|004 - ESTAMPAR CPL. PROGRESSIVA|2840|2808|0,064|0,989|
01|0|01|29974|2022-10-01 15:55:18|RP-0012|13905827|4|533770610|870000319900|043 - PONTEAR ABA|3000|2481|4,325|0,827|
12|0|02|29804|2022-09-30 11:09:35|PR-0433|12289244|4|FA00ADG05262_POS04|87000032840420|006 - ESTAMPAR EM 02 ESTAGIOS|500|533|0|1,066|
12|0|04|29806|2022-09-30 11:11:05|PR-0433|12288011|4|FA00ADG05262_POS04|870000328404|006 - ESTAMPAR EM 02 ESTAGIOS|500|544|0|1,088|
01|0|01|30289|2022-10-05 08:17:25|PR-0430|13930888|4|A96941202|110000330400|007 - ESTAMPAR EM 03 ESTAGIOS|4366|1424|12,258|0,326|
12|0|01|30291|2022-10-05 08:19:42|SP-0450|12326494|4|533277970 LE|870000321600|208 - SOLDAR PORCA E PARAFUSO|800|800|0|1|
12|0|02|30292|2022-10-05 08:20:24|SP-0450|12326478|4|533277860 LD|870000321500|208 - SOLDAR PORCA E PARAFUSO|800|809|0|1,011|
01|0|02|26600|2022-09-02 09:20:51|PR-0445|13584711|2|1C6-F725300|16000060020120|006 - ESTAMPAR EM 02 ESTAGIOS|909|0|2,98|0|
01|0|03|26601|2022-09-02 09:21:23|PR-0445|13584621|2|1C6-F725300-00|16000060020130|016 - FURAR|909|0|2,066|0|
01|0|01|30293|2022-10-05 08:23:31|PR-0128|13909100|4|552597070|87000031370010|018 - CALIBRAR|20000|4001|24,614|0,2|
12|0|04|30294|2022-10-05 08:32:03|PR-0454|12337403|4|534898310|87000031840020|006 - ESTAMPAR EM 02 ESTAGIOS|600|0|2,5|0|
01|0|03|26621|2022-09-02 12:03:46|PR-0431|13574319|2|60615-T7T-M000-H1|570002000802|010 - ESTAMPAR EM 06 ESTAGIOS|3528|0|9,882|0|
01|0|02|30295|2022-10-05 08:33:14|PR-0267|13941673|2|5RM-F7425-00|160000605703|024 - DOBRAR|8000|0|11,204|0|
01|0|01|29947|2022-10-01 12:55:38|SP-0466|13903992|4|85576816 LD|100000065500|208 - SOLDAR PORCA E PARAFUSO|1200|0|5,714|0|
12|0|05|30296|2022-10-05 08:33:51|PR-0450|12337113|4|534898310|87000031840030|008 - ESTAMPAR EM 04 ESTAGIOS|960|165|4,417|0,172|
01|0|01|29821|2022-09-30 12:28:17|RM-0009|13898127|4|B3G-F7422-00|16000060740010|037 - MONTAR E SOLDAR MIG|1337|1274|2,032|0,953|
12|0|03|30297|2022-10-05 08:35:14|PR-0440|12337419|4|534898310|87000031840010|003 - CORTAR BLANK|1359|674|0,856|0,496|
01|0|09|30298|2022-10-05 08:54:11|PR-0065|13936827|2|26269982|10000005460010|003 - CORTAR BLANK|12000|0|7,742|0|
01|0|01|29824|2022-09-30 12:57:16|MA-0001|13900851|4|41191451405|410002100303|037 - MONTAR E SOLDAR MIG|5000|0|22,727|0|
12|0|01|29825|2022-09-30 13:19:21|PR-0450|12287781|4|531109730|87000032800210|004 - ESTAMPAR CPL. PROGRESSIVA|6565|7758|0|1,182|
01|0|02|29830|2022-09-30 14:43:43|PR-0421|13902696|2|57411/57412-0A040|51000350510010|015 - RECORTAR|2000|0|8,333|0|
01|0|03|29832|2022-09-30 14:46:06|PR-0421|13898335|2|57411/57412-0A060|51000350510020|016 - FURAR|2000|0|8,333|0|
01|0|04|29833|2022-09-30 14:46:34|PR-0421|13895047|2|57411-0A040 LD (740B)|51000350510030|111 - FLANGEAR|2000|0|16,667|0|
01|0|04|29833|2022-09-30 14:46:34|PR-0421|13895054|2|57412-0A040 LE (740B)|51000350520030|111 - FLANGEAR|2000|0|16,667|0|
01|0|05|29834|2022-09-30 14:52:49|PR-0421|13891573|2|57411-0A040 LD (740B)|510003505100|111 - FLANGEAR|2000|0|16,667|0|
01|0|05|29834|2022-09-30 14:52:49|PR-0421|13891580|2|57412-0A040 LE (740B)|510003505200|111 - FLANGEAR|2000|0|16,667|0|
01|0|19|29835|2022-09-30 14:55:16|BM-0010|13892927|4|520235310|870270305500|085 - REBITAR|15000|4000|27,5|0,267|
01|0|05|27105|2022-09-08 10:33:44|PR-0420|13662540|2|60843T7AA|750000350201|008 - ESTAMPAR EM 04 ESTAGIOS|3500|0|8,75|0|
01|0|13|29836|2022-09-30 14:57:09|BM-0006|13892902|4|520273060|870270305300|065 - COLAR COMPONENTE|2000|0|28,571|0|
01|1|06|29837|2022-09-30 15:00:31|PR-0421|13887597|2|57411/57412-02270|51000350490010|015 - RECORTAR|695|0|2,896|0|SÓ TEM MATERIAL PARA 695 PÇS ,FALTA( BL-0020)
01|0|07|29838|2022-09-30 15:02:36|PR-0421|13898321|2|57411/57412-02270|51000350490020|016 - FURAR|695|0|2,896|0|
01|0|08|29839|2022-09-30 15:03:13|PR-0421|13895033|2|57411-02270 LD (360B)|51000350490030|111 - FLANGEAR|695|0|5,792|0|
01|0|08|29839|2022-09-30 15:03:13|PR-0421|13895040|2|57412-02270 LE (360B)|51000350500030|111 - FLANGEAR|695|0|5,792|0|
01|0|09|29840|2022-09-30 15:03:57|PR-0421|13891559|2|57411-02270 LD (360B)|510003504900|111 - FLANGEAR|695|0|5,792|0|
01|0|09|29840|2022-09-30 15:03:57|PR-0421|13891566|2|57412-02270 LE (360B)|510003505000|111 - FLANGEAR|695|0|5,792|0|
01|0|09|30298|2022-10-05 08:54:11|PR-0065|13936839|2|26269983|10000005470010|003 - CORTAR BLANK|12000|0|7,742|0|
01|0|02|30299|2022-10-05 08:55:40|PR-0442|13933744|2|26269982   LH LE|10000005460020|010 - ESTAMPAR EM 06 ESTAGIOS|12000|0|20|0|
01|0|02|30299|2022-10-05 08:55:40|PR-0442|13933756|2|26269983    RH LD|10000005470020|010 - ESTAMPAR EM 06 ESTAGIOS|12000|0|20|0|
01|0|05|30342|2022-10-05 12:09:34|PR-0444|13937669|2|26312794|10000006060120|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|15|0|
01|0|06|30301|2022-10-05 09:18:31|PR-0444|13939640|2|52.015.593|10000003420120|006 - ESTAMPAR EM 02 ESTAGIOS|1500|0|6,383|0|
01|0|04|30302|2022-10-05 09:20:46|PR-0443|13940093|2|26240511|10000005480220|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|7,692|0|
01|0|05|29855|2022-09-30 18:11:20|RP-0008|13893474|4|52147462 LH LE|100000048800|055 - MONTAR COMP.E SOLDAR PONTO|1000|312|22,194|0,312|
01|0|05|29855|2022-09-30 18:11:20|RP-0008|13894207|4|52157230   RH LD|100000059000|055 - MONTAR COMP.E SOLDAR PONTO|1000|312|22,194|0,312|
01|0|01|29856|2022-09-30 18:44:15|RP-0005|13889401|4|52015591|100000034200|055 - MONTAR COMP.E SOLDAR PONTO|4000|517|133,962|0,129|
01|0|01|29856|2022-09-30 18:44:15|RP-0005|13889401|4|52015591|100000034200|055 - MONTAR COMP.E SOLDAR PONTO|4000|517|158,318|0,129|
01|0|02|29857|2022-09-30 18:49:44|CELROB-GEM4|13894291|4|26307062   LD|100000060500|055 - MONTAR COMP.E SOLDAR PONTO|3660|1402|56,45|0,383|
01|0|02|29858|2022-09-30 18:53:52|CELROB-GEM5|13894272|4|26307061   LE|100000060400|055 - MONTAR COMP.E SOLDAR PONTO|3660|1404|56,4|0,384|
01|0|01|29859|2022-09-30 20:06:23|RP-0011|13891853|4|60630TFTH000|570002011400|055 - MONTAR COMP.E SOLDAR PONTO|400|0|9,091|0|
01|0|01|29860|2022-09-30 20:12:37|RP-0007|13896698|4|52147462|10000004880030|055 - MONTAR COMP.E SOLDAR PONTO|2000|0|68,966|0|
01|0|02|29861|2022-09-30 20:16:37|RP-0007|13897847|4|52157230|10000005900030|055 - MONTAR COMP.E SOLDAR PONTO|2000|0|71,429|0|
01|0|02|29863|2022-09-30 20:49:24|CELROB-GEM1|13894334|4|26327713|100000060800|055 - MONTAR COMP.E SOLDAR PONTO|4000|1144|71,4|0,286|
01|0|02|29864|2022-09-30 20:54:26|CELROB-HYUN|13895061|4|X64101-BX000|52000195010010|055 - MONTAR COMP.E SOLDAR PONTO|3000|48|147,6|0,016|
01|0|01|29866|2022-09-30 21:13:19|RP-0020|13897652|4|26290065|100000055708|037 - MONTAR E SOLDAR MIG|2415|0|53,667|0|
01|0|01|29866|2022-09-30 21:13:19|RP-0020|13897739|4|26290066|100000055715|037 - MONTAR E SOLDAR MIG|2415|0|53,667|0|
01|0|02|29867|2022-09-30 21:15:20|RP-0020|13897662|4|26227984|100000055709|037 - MONTAR E SOLDAR MIG|2419|0|53,756|0|
01|0|02|29867|2022-09-30 21:15:20|RP-0020|13897748|4|26252662|100000055716|037 - MONTAR E SOLDAR MIG|2419|0|53,756|0|
01|0|04|29868|2022-09-30 21:20:46|CELROB-GEM7|13890043|4|26228096|100000056000|055 - MONTAR COMP.E SOLDAR PONTO|5000|560|111|0,112|
01|0|03|29869|2022-09-30 21:28:57|CELROB-GEM2|13889942|4|26227972|100000054200|055 - MONTAR COMP.E SOLDAR PONTO|4000|1239|70,795|0,31|
01|0|04|29871|2022-09-30 21:39:40|CELROB-GEM2|13890154|4|26294527|100000060100|055 - MONTAR COMP.E SOLDAR PONTO|4000|1176|74,316|0,294|
01|0|05|29872|2022-09-30 21:42:29|CELROB-GEM3|13890177|4|26312793|100000060600|055 - MONTAR COMP.E SOLDAR PONTO|4000|828|90,629|0,207|
01|0|03|29873|2022-09-30 21:47:13|CELROB-GMI6|13894390|4|85523828 LE|100000061600|043 - PONTEAR ABA|3000|536|82,133|0,179|
01|0|04|29874|2022-09-30 21:49:44|CELROB-GMI6|13894359|4|85523826 LD|100000061500|043 - PONTEAR ABA|3000|536|82,133|0,179|
01|0|08|29920|2022-10-01 10:29:33|PR-0065|13906540|2|94763865|100000041601|007 - ESTAMPAR EM 03 ESTAGIOS|7623|0|22,892|0|
01|0|04|30302|2022-10-05 09:20:46|PR-0443|13940195|2|26240503|10000005490220|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|7,692|0|
01|0|01|29899|2022-10-01 07:35:04|SP-0470|13909930|4|52147462|10000004880020|055 - MONTAR COMP.E SOLDAR PONTO|900|769|2,047|0,854|
12|0|16|29883|2022-09-30 23:51:26|CELROB-LONG|12278245|4|534895200 LD|870000319200|055 - MONTAR COMP.E SOLDAR PONTO|720|555|16,5|0,771|
12|0|16|29883|2022-09-30 23:51:26|CELROB-LONG|12278316|4|534895720 LE|870000319400|055 - MONTAR COMP.E SOLDAR PONTO|720|577|14,3|0,801|
01|0|02|26871|2022-09-06 07:30:45|PR-0426|13631516|4|463442980|87000031630010|004 - ESTAMPAR CPL. PROGRESSIVA|16900|0|9,769|0|
01|0|05|26872|2022-09-06 07:33:51|PR-0437|13631714|2|501580990|87000031690010|004 - ESTAMPAR CPL. PROGRESSIVA|12000|0|7,229|0|
12|0|28|29887|2022-10-01 05:55:14|CELROB-UND3|12289985|4|534896710|870000319100|069 - SOLDAR PONTOS|720|528|21,333|0,733|
01|0|01|30305|2022-10-05 09:35:26|SP-0465|13923855|4|26240500|100000054904|035 - SOLDAR PORCA|1900|1309|2,059|0,689|
12|0|16|29890|2022-10-01 06:15:59|CELROB-UND4|12289873|4|534894510 LE|870000318900|055 - MONTAR COMP.E SOLDAR PONTO|720|577|15,889|0,801|
12|0|16|29890|2022-10-01 06:15:59|CELROB-UND4|12289929|4|534894480 LD|870000319000|055 - MONTAR COMP.E SOLDAR PONTO|720|576|16|0,8|
01|0|02|30309|2022-10-05 09:41:03|SP-0452|13937238|4|26227975|100000055701|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|14,286|0|
01|0|02|30309|2022-10-05 09:41:03|SP-0452|13937262|4|26227976|100000055702|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|14,286|0|
12|0|02|30309|2022-10-05 09:41:02|SP-0452|12328807|4|53490375 LE|870000319102|035 - SOLDAR PORCA|320|0|1,067|0|
01|0|04|29901|2022-10-01 07:39:15|SP-0461|13907883|4|52169078 LE|10000006670020|055 - MONTAR COMP.E SOLDAR PONTO|600|0|1,935|0|
01|0|05|30310|2022-10-05 09:42:05|PR-0065|13931788|2|W11411842 LD|610003502900|004 - ESTAMPAR CPL. PROGRESSIVA|8000|0|8|0|
01|0|04|30311|2022-10-05 09:42:21|PR-0065|13931790|2|W11411845 LE|610003503000|004 - ESTAMPAR CPL. PROGRESSIVA|8000|0|7,729|0|
01|0|12|30312|2022-10-05 09:43:36|PR-0434|13931768|2|W11120912|610003502200|004 - ESTAMPAR CPL. PROGRESSIVA|3000|0|2,899|0|
01|0|01|29903|2022-10-01 07:44:58|SP-0447|13902822|4|52086564|100000042500|035 - SOLDAR PORCA|2980|1395|7,548|0,468|
12|0|01|30313|2022-10-05 09:43:48|SP-0452|12328861|4|53490377 LD|870000319103|035 - SOLDAR PORCA|320|318|0,007|0,994|
01|0|05|30315|2022-10-05 09:44:12|PR-0434|13931122|2|2G5810221 LE|400001502100|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|3,67|0|
01|0|05|30315|2022-10-05 09:44:12|PR-0434|13931132|2|2G5810222 LD|400001502200|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|3,67|0|
01|0|05|30316|2022-10-05 09:46:00|PR-0186|13940571|2|41191450605|410002100304|004 - ESTAMPAR CPL. PROGRESSIVA|16000|0|6,452|0|
12|0|19|30318|2022-10-05 09:52:54|PR-0428|12335688|4|FA00ADG05262_POS02|870000328402|009 - ESTAMPAR EM 05 ESTAGIOS|2000|406|6,376|0,203|
01|0|02|30319|2022-10-05 09:54:18|PR-0085|13849417|2|4B4F787600|160000605802|003 - CORTAR BLANK|4000|0|7,018|0|
01|0|02|30320|2022-10-05 09:56:06|PR-0431|13936886|4|26240512|100000054803|007 - ESTAMPAR EM 03 ESTAGIOS|4000|0|16,667|0|
01|0|09|29916|2022-10-01 09:31:14|PR-0129|13904527|2|1STF211100 LE|160000606400|004 - ESTAMPAR CPL. PROGRESSIVA|12045|0|6,844|0|
01|0|02|29918|2022-10-01 09:40:13|PR-0251|13909369|4|519884150_160|87000032260010|003 - CORTAR BLANK|11276|4566|7,456|0,405|
12|0|01|29921|2022-10-01 10:31:40|SP-0435|12291011|4|533318760|870000325000|060 - SOLDAR PARAFUSO PROJECAO|8200|8167|0,047|0,996|
01|0|02|30320|2022-10-05 09:56:06|PR-0431|13937010|4|26240510|100000054809|007 - ESTAMPAR EM 03 ESTAGIOS|4000|0|16,667|0|
01|0|02|30320|2022-10-05 09:56:06|PR-0431|13937091|4|26240504|100000054903|007 - ESTAMPAR EM 03 ESTAGIOS|4000|0|16,667|0|
01|0|02|30320|2022-10-05 09:56:06|PR-0431|13937214|4|26240502|100000054909|007 - ESTAMPAR EM 03 ESTAGIOS|4000|0|16,667|0|
01|0|06|30321|2022-10-05 09:57:33|PR-0426|13934586|2|61615_616K1010 LD/LE|49000216010010|003 - CORTAR BLANK|6000|0|3,896|0|
01|0|03|29927|2022-10-01 10:47:48|SP-0433|13915909|3|52169078 LE|10000006670040|055 - MONTAR COMP.E SOLDAR PONTO|700|0|17,5|0|
01|0|15|30323|2022-10-05 09:58:54|PR-0447|13931180|2|61615K1010 LD|490002160100|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|13,636|0|
01|0|01|29933|2022-10-01 11:50:30|RM-0005|13915878|4|520235110|87000030580010|037 - MONTAR E SOLDAR MIG|2012|0|21,179|0|
01|0|15|30323|2022-10-05 09:58:54|PR-0447|13931187|2|61616K1010 LE|490002160200|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|13,636|0|
01|0|01|29942|2022-10-01 12:35:28|PR-0431|13914969|4|52056388/94763437|10000003920120|014 - REPUXAR|2226|2239|0|1,006|
01|0|02|29948|2022-10-01 12:55:54|SP-0466|13903969|3|85576815 LE|100000065400|208 - SOLDAR PORCA E PARAFUSO|1200|0|5,714|0|
01|0|03|29949|2022-10-01 12:56:49|SP-0466|13904037|3|85576818|100000065700|208 - SOLDAR PORCA E PARAFUSO|2400|0|10,909|0|
01|0|02|27096|2022-09-08 09:41:39|PR-0430|13657084|4|5U5827446  LD|400001501500|008 - ESTAMPAR EM 04 ESTAGIOS|2875|0|11,735|0|
01|0|01|29953|2022-10-01 13:15:03|PR-0439|13913330|4|52056388|100000043201|007 - ESTAMPAR EM 03 ESTAGIOS|2200|918|4,273|0,417|
01|0|03|29954|2022-10-01 13:18:09|PR-0430|13906969|2|94713711|100000051402|009 - ESTAMPAR EM 05 ESTAGIOS|1920|0|6,982|0|
01|0|05|27105|2022-09-08 10:33:44|PR-0420|13662547|2|60943T7AA|750000350301|008 - ESTAMPAR EM 04 ESTAGIOS|3500|0|8,75|0|
01|0|03|29954|2022-10-01 13:18:09|PR-0430|13906992|2|94713712|100000051502|009 - ESTAMPAR EM 05 ESTAGIOS|2450|0|8,909|0|
01|0|03|29958|2022-10-01 15:00:40|RP-0006|13915911|4|52169078 LE|100000066700|055 - MONTAR COMP.E SOLDAR PONTO|800|0|42,105|0|
01|0|04|29959|2022-10-01 15:02:20|RP-0006|13915912|4|52169075 LD|100000066600|055 - MONTAR COMP.E SOLDAR PONTO|800|0|42,105|0|
12|0|52|30327|2022-10-05 10:20:08|PR-0453|12326392|4|533764800 LD|870000321100|007 - ESTAMPAR EM 03 ESTAGIOS|750|642|0,6|0,856|
12|0|52|30327|2022-10-05 10:20:08|PR-0453|12326420|4|533764810 LE|870000321200|007 - ESTAMPAR EM 03 ESTAGIOS|525|320|1,139|0,61|
12|0|53|30328|2022-10-05 10:20:53|PR-0453|12327516|4|522254200|870000329800|007 - ESTAMPAR EM 03 ESTAGIOS|225|161|0,376|0,716|
01|0|27|30329|2022-10-05 10:20:57|RO-016|13932562|4|552747160|870040306900|038 - MONTAR CJ. FINAL|3920|0|11,2|0|
12|0|09|30330|2022-10-05 10:21:33|SP-0457|12326190|4|534903210 LE|870000320300|044 - SOLDAR BUCHA|800|0|2,286|0|
01|0|02|29972|2022-10-01 15:53:00|RP-0001|13915913|4|518729620|870000309800|055 - MONTAR COMP.E SOLDAR PONTO|15000|4476|46,773|0,298|
01|0|01|29976|2022-10-01 15:56:26|RP-0014|13905118|3|65760-TFT-H000-H1|570002010900|055 - MONTAR COMP.E SOLDAR PONTO|341|0|6,686|0|
01|0|01|29978|2022-10-01 15:57:03|RP-0016|13915903|4|52138245 LE|100000050600|055 - MONTAR COMP.E SOLDAR PONTO|305|305|0|1|
01|0|01|29978|2022-10-01 15:57:03|RP-0016|13915904|4|52138249 LD|100000050700|055 - MONTAR COMP.E SOLDAR PONTO|305|305|0|1|
01|0|02|29980|2022-10-01 15:57:23|RP-0016|13906900|4|52138245 LE|100000050600|055 - MONTAR COMP.E SOLDAR PONTO|800|396|12,625|0,495|
01|0|02|29980|2022-10-01 15:57:23|RP-0016|13906911|4|52138249 LD|100000050700|055 - MONTAR COMP.E SOLDAR PONTO|800|396|12,625|0,495|
12|0|55|30333|2022-10-05 10:23:17|PR-0453|12326688|4|533275550 LD|870000323000|007 - ESTAMPAR EM 03 ESTAGIOS|1600|1059|1,932|0,662|
12|0|55|30333|2022-10-05 10:23:17|PR-0453|12326714|4|533275660 LE|870000323100|007 - ESTAMPAR EM 03 ESTAGIOS|1600|1059|1,932|0,662|
12|0|04|30335|2022-10-05 10:26:38|RM-0001|12329668|4|53489530 LD|870000319206|037 - MONTAR E SOLDAR MIG|400|387|0,103|0,968|
12|0|04|30335|2022-10-05 10:26:38|RM-0001|12330752|4|53489593 LE|870000319406|037 - MONTAR E SOLDAR MIG|400|402|0|1,005|
01|0|09|27153|2022-09-08 13:21:42|PR-0443|13666211|2|65761-3R4-M000-50|570002010301|009 - ESTAMPAR EM 05 ESTAGIOS|2000|0|3,333|0|
12|0|04|30336|2022-10-05 10:34:30|PR-0454|12335447|4|533275370|87000032430010|004 - ESTAMPAR CPL. PROGRESSIVA|2710|0|3,011|0|
01|0|02|30339|2022-10-05 11:50:39|PR-0252|13941964|2|94733064|10000003240420|006 - ESTAMPAR EM 02 ESTAGIOS|2000|0|6,452|0|
01|0|02|30339|2022-10-05 11:50:39|PR-0252|13941978|2|94733074|10000003250420|006 - ESTAMPAR EM 02 ESTAGIOS|2000|0|6,452|0|
01|0|07|30341|2022-10-05 12:08:20|PR-0443|13936709|2|26227973|100000054201|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|16,667|0|
12|0|03|30004|2022-10-01 19:32:07|RP-0003|12290868|4|534981060 LE|870000323800|055 - MONTAR COMP.E SOLDAR PONTO|210|210|0|1|
01|0|03|30343|2022-10-05 12:17:08|SP-0451|13915905|4|70200849|110000312400|055 - MONTAR COMP.E SOLDAR PONTO|1000|462|5,978|0,462|
01|0|01|30344|2022-10-05 12:18:46|SP-0461|13931252|4|61648K1010 LE|510003501400|035 - SOLDAR PORCA|1000|1000|0|1|
01|0|02|30345|2022-10-05 12:20:29|SP-0447|13942423|4|25194215|10000005100010|035 - SOLDAR PORCA|5000|0|16,667|0|
01|0|02|30510|2022-10-06 09:52:37|SP-0456|13948896|2|520447300      LD|87000030910010|035 - SOLDAR PORCA|1253|0|3,632|0|
01|0|03|30373|2022-10-05 13:08:58|PR-0432|13940892|2|519454970 LD|87000031440020|009 - ESTAMPAR EM 05 ESTAGIOS|1248|0|3,782|0|
01|0|03|27763|2022-09-14 12:34:34|SP-0462|13721124|3|534902300|87000032460020|035 - SOLDAR PORCA|6000|0|13,333|0|
01|0|02|30346|2022-10-05 12:20:56|SP-0458|13939554|4|94733077|100000032505|035 - SOLDAR PORCA|2519|0|3,905|0|
12|0|02|30011|2022-10-01 21:23:31|PR-0450|12296206|4|53493255 LD|870000327601|004 - ESTAMPAR CPL. PROGRESSIVA|2840|1321|2,532|0,465|
12|0|02|30011|2022-10-01 21:23:31|PR-0450|12296224|4|534932590 LE|870000327701|004 - ESTAMPAR CPL. PROGRESSIVA|2840|1306|2,557|0,46|
01|0|01|27896|2022-09-15 11:22:02|PR-0442|13719010|4|26274521 LE|10000005630020|009 - ESTAMPAR EM 05 ESTAGIOS|10000|1951|13,415|0,195|
01|0|02|30375|2022-10-05 13:26:25|SP-0467|13933099|4|52096923|10000004320020|060 - SOLDAR PARAFUSO PROJECAO|661|654|0,044|0,989|
12|0|03|30376|2022-10-05 13:29:12|GR-0001|12327699|4|534900930 LE|87000031760030|207 - GRAVAR|300|300|0|1|
01|0|04|30347|2022-10-05 12:21:38|SP-0458|13939534|3|94733074|100000032504|035 - SOLDAR PORCA|2000|0|5,602|0|
12|0|01|30012|2022-10-01 21:46:27|RM-0001|12293780|4|53489530 LD|870000319206|037 - MONTAR E SOLDAR MIG|400|380|0,159|0,95|
12|0|01|30012|2022-10-01 21:46:27|RM-0001|12294882|4|53489593 LE|870000319406|037 - MONTAR E SOLDAR MIG|400|379|0,167|0,948|
01|0|05|30348|2022-10-05 12:22:02|SP-0458|13939460|3|94733064|100000032404|035 - SOLDAR PORCA|2000|0|5,333|0|
12|0|02|30013|2022-10-01 21:49:14|RM-0001|12289698|4|521432780|870000316000|037 - MONTAR E SOLDAR MIG|300|300|0|1|
12|0|01|30014|2022-10-01 22:35:53|PR-0427|12298354|4|53490331 LD|87000031920920|007 - ESTAMPAR EM 03 ESTAGIOS|1200|912|2,4|0,76|
12|0|01|30014|2022-10-01 22:35:53|PR-0427|12299231|4|53490339 LE|87000031940920|007 - ESTAMPAR EM 03 ESTAGIOS|1200|912|2,4|0,76|
01|0|04|30349|2022-10-05 12:22:13|SP-0460|13933187|3|52120740|100000045303|035 - SOLDAR PORCA|5000|0|9,074|0|
01|0|06|30350|2022-10-05 12:22:33|SP-0460|13933699|4|26239202|100000054404|035 - SOLDAR PORCA|3418|0|5,793|0|
01|0|03|30351|2022-10-05 12:22:41|PR-0437|13940268|2|26227975/976|10000005570110|003 - CORTAR BLANK|6000|0|2,4|0|
01|0|06|30352|2022-10-05 12:22:50|SP-0458|13933675|3|26227902|100000054402|035 - SOLDAR PORCA|5500|0|9,483|0|
01|0|03|30018|2022-10-03 05:56:01|BM-0001|13917368|4|52102519|100270045600|065 - COLAR COMPONENTE|1250|0|29,762|0|
01|0|03|30353|2022-10-05 12:23:10|PR-0065|13940300|2|26227979/980|10000005570510|003 - CORTAR BLANK|6000|0|2,308|0|
01|0|04|27512|2022-09-12 12:43:36|PR-0434|13702978|2|W11369752   LE|610003502000|004 - ESTAMPAR CPL. PROGRESSIVA|5000|0|4,464|0|
01|0|05|30354|2022-10-05 12:24:21|SP-0460|13935629|4|519596270|87000031420020|035 - SOLDAR PORCA|4659|0|8,32|0|
01|0|03|30355|2022-10-05 12:28:02|PR-0439|13940563|2|41191450805|410002100002|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|3,636|0|
01|0|01|30356|2022-10-05 12:31:01|SP-0468|13929582|4|98104343  LE|100000052200|035 - SOLDAR PORCA|1200|242|11,405|0,202|
01|0|07|28534|2022-09-21 07:53:21|PR-0065|13785017|2|5129302060   LD|510003500800|004 - ESTAMPAR CPL. PROGRESSIVA|2800|0|2,059|0|
01|0|08|30462|2022-10-06 08:13:56|PR-0439|13945035|2|8A941-3M6-M000|570002011500|004 - ESTAMPAR CPL. PROGRESSIVA|2000|0|2|0|
01|0|01|30023|2022-10-03 06:47:27|SP-0458|13923498|4|20861372|100000054401|060 - SOLDAR PARAFUSO PROJECAO|6000|5958|0,075|0,993|
01|0|02|30358|2022-10-05 12:33:47|SP-0440|13938113|4|64133-BX000|520001950104|035 - SOLDAR PORCA|1132|0|16,171|0|
01|0|01|30486|2022-10-06 09:12:20|SP-0442|13954998|3|94733064|10000003240430|043 - PONTEAR ABA|2000|0|4,651|0|
01|0|02|30026|2022-10-03 06:51:33|SP-0468|13916348|3|98104342   LD|100000052300|035 - SOLDAR PORCA|1200|0|14,286|0|
01|0|01|30027|2022-10-03 06:54:00|SP-0440|13924830|4|64121-BX000|520001950103|035 - SOLDAR PORCA|1000|996|0,025|0,996|
12|0|04|30377|2022-10-05 13:29:40|GR-0001|12327718|4|534900940 LD|87000031770030|207 - GRAVAR|300|0|1,667|0|
12|0|05|30378|2022-10-05 13:30:16|GR-0001|12327719|2|534900940 LD|87000031770030|207 - GRAVAR|300|0|1,667|0|
