cod_empresa|alerta|sequencia|num_programa|data_programa|cod_equip|num_ordem|ies_situa|cod_item_cliente|cod_item|operacao|qtd_planej|qtd_boas|horas_necessarias|qtd_percentual|obs_alerta
01|0|03|27392|2022-09-10 13:08:28|RM-0003|13688983|3|655883P0T000H1 LE|570002009700|037 - MONTAR E SOLDAR MIG|792|0|4,281|0|
01|0|02|27393|2022-09-10 13:08:40|RM-0003|13688978|3|655383P0T000H1 LD|570002009600|037 - MONTAR E SOLDAR MIG|792|0|4,281|0|
01|0|02|30514|2022-10-06 09:55:18|SP-0446|13942680|2|52096923 LE|100000043200|060 - SOLDAR PARAFUSO PROJECAO|2200|0|18,333|0|
01|0|03|30360|2022-10-05 12:36:52|SP-0456|13935394|2|520447290     LE|87000030900010|035 - SOLDAR PORCA|5941|0|17,22|0|
01|0|10|30033|2022-10-03 07:04:40|PR-0129|13923555|2|26239202|10000005440410|004 - ESTAMPAR CPL. PROGRESSIVA|8102|0|3,202|0|
01|0|01|30361|2022-10-05 12:37:13|PR-0447|13929142|4|85523827|100000061502|007 - ESTAMPAR EM 03 ESTAGIOS|2000|0|9,852|0|
12|0|06|30379|2022-10-05 13:31:35|GR-0001|12327700|2|534900930 LE|87000031760030|207 - GRAVAR|300|0|1,667|0|
01|0|01|30361|2022-10-05 12:37:13|PR-0447|13929144|4|85523829|100000061602|007 - ESTAMPAR EM 03 ESTAGIOS|2000|0|9,852|0|
01|0|05|30362|2022-10-05 12:37:18|SP-0456|13935652|2|552825090|87000031610020|035 - SOLDAR PORCA|7000|0|21,212|0|
01|0|04|30363|2022-10-05 12:37:39|SP-0456|13931034|3|1STF415800|160000606000|035 - SOLDAR PORCA|3509|0|14,036|0|
01|0|02|30422|2022-10-05 18:20:30|PR-0444|13931402|4|57115-02140 LD|510003504700|016 - FURAR|2400|1592|2,693|0,663|
01|0|01|30389|2022-10-05 13:54:03|PR-0444|13934800|4|57115-02140 LD|51000350470020|006 - ESTAMPAR EM 02 ESTAGIOS|2400|0|8|0|
01|0|13|30487|2022-10-06 09:14:48|PR-0434|13954433|2|17358-3M6-0000-21|57000201080210|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|2,667|0|
01|0|01|27438|2022-09-12 06:50:02|RM-0007|13707383|4|521820950|87000032890010|037 - MONTAR E SOLDAR MIG|1944|532|35,3|0,274|
12|0|22|30390|2022-10-05 13:58:58|PR-0450|12327869|4|534895020|87000031860010|003 - CORTAR BLANK|1792|1784|0,009|0,996|
01|0|02|30441|2022-10-06 06:52:26|PR-0447|13937238|4|26227975|100000055701|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|14,286|0|
01|0|02|30041|2022-10-03 08:38:27|PR-0434|13927018|4|26290065|10000005570810|004 - ESTAMPAR CPL. PROGRESSIVA|5693|0|5,581|0|
01|0|02|30041|2022-10-03 08:38:27|PR-0434|13927072|4|26290066|10000005571510|004 - ESTAMPAR CPL. PROGRESSIVA|5693|0|5,845|0|
01|0|02|30441|2022-10-06 06:52:26|PR-0447|13937262|4|26227976|100000055702|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|14,286|0|
01|0|03|27508|2022-09-12 11:54:17|PR-0434|13702983|2|W11369754   LD|610003502100|004 - ESTAMPAR CPL. PROGRESSIVA|5000|0|4,348|0|
01|0|02|30367|2022-10-05 12:59:15|SP-0454|13933199|3|52096966 LD|100000045700|060 - SOLDAR PARAFUSO PROJECAO|3211|0|8,919|0|
12|0|11|30045|2022-10-03 09:12:28|PR-0423|12313279|4|FA00ADG05262_POS03|87000032840310|003 - CORTAR BLANK|2355|0|1,963|0|
01|0|02|30493|2022-10-06 09:22:26|SP-0460|13920403|4|26227902|100000054402|035 - SOLDAR PORCA|5300|1605|6,371|0,303|
01|0|03|30368|2022-10-05 12:59:35|SP-0454|13933205|3|52096969 LE|100000045800|060 - SOLDAR PARAFUSO PROJECAO|3313|0|8,387|0|
01|0|02|30369|2022-10-05 13:04:40|TK-0001|13935506|4|517169880|87000031070230|060 - SOLDAR PARAFUSO PROJECAO|4000|1292|15,128|0,323|
12|0|44|30370|2022-10-05 13:04:47|RP-0003|12327380|4|533207750|870000328000|043 - PONTEAR ABA|600|542|0,242|0,903|
01|0|01|30428|2022-10-05 21:35:29|PR-0426|13720045|4|39410-04BF0|52000195100010|004 - ESTAMPAR CPL. PROGRESSIVA|14000|0|8,75|0|
01|0|01|30428|2022-10-05 21:35:29|PR-0426|13720045|4|39410-04BF0|52000195100010|004 - ESTAMPAR CPL. PROGRESSIVA|14000|0|7,735|0|
12|0|44|30370|2022-10-05 13:04:47|RP-0003|12327395|4|533272060|870000328100|043 - PONTEAR ABA|600|392|0,867|0,653|
01|0|03|30515|2022-10-06 09:57:34|SP-0465|13949805|3|52096923|10000004320010|055 - MONTAR COMP.E SOLDAR PONTO|2200|0|12,941|0|
12|0|45|30372|2022-10-05 13:05:58|RP-0003|12326855|4|534164540 LD|870000324000|038 - MONTAR CJ. FINAL|450|296|2,232|0,658|
01|1|08|28406|2022-09-20 10:03:12|PR-0447|13782947|2|26402678|100000063900|009 - ESTAMPAR EM 05 ESTAGIOS|1000|0|4,673|0|PEÇAS NOVA G.M
01|1|08|28406|2022-09-20 10:03:12|PR-0447|13770571|2|26402679|100000064000|009 - ESTAMPAR EM 05 ESTAGIOS|1000|0|4,673|0|PEÇAS NOVA G.M
12|0|45|30372|2022-10-05 13:05:58|RP-0003|12326876|4|534164550 LE|870000324100|038 - MONTAR CJ. FINAL|450|402|0,696|0,893|
12|0|02|30391|2022-10-05 14:04:54|PR-0427|12313883|4|534895020|870000318600|008 - ESTAMPAR EM 04 ESTAGIOS|800|947|0|1,184|
01|0|18|30527|2022-10-06 11:33:48|PR-0447|13946949|2|98104351|10000005240010|003 - CORTAR BLANK|2000|0|2|0|
01|0|10|30528|2022-10-06 11:35:02|PR-0437|13953505|2|94763425|100000042602|004 - ESTAMPAR CPL. PROGRESSIVA|4381|0|1,425|0|
01|1|05|28382|2022-09-20 08:38:47|PR-0443|13782937|2|26275412 LE|100000064600|009 - ESTAMPAR EM 05 ESTAGIOS|200|0|0,444|0|PEÇAS NOVA G.M
01|0|06|30059|2022-10-03 09:46:18|PR-0420|13880111|2|52131212|100000049300|008 - ESTAMPAR EM 04 ESTAGIOS|1303|0|4,009|0|
12|0|02|30392|2022-10-05 14:06:58|BM-0002|12325727|4|534898310|870000318400|065 - COLAR COMPONENTE|168|168|0|1|
01|0|08|28419|2022-09-20 11:30:57|PR-0434|13779053|2|FA00ADG17025|870000314101|004 - ESTAMPAR CPL. PROGRESSIVA|6000|0|3,856|0|
12|0|04|30393|2022-10-05 14:21:53|PR-0427|12331982|4|203085 LE|87000032710020|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|3,5|0|
01|0|01|30394|2022-10-05 14:23:20|PR-0437|13940154|4|26247273_274|10000005480710|003 - CORTAR BLANK|8000|1760|1,902|0,22|
01|0|07|30529|2022-10-06 11:35:58|PR-0186|13953500|2|94716571/572|10000004200110|003 - CORTAR BLANK|4399,5|0|1,93|0|
12|0|20|30396|2022-10-05 14:37:19|PR-0428|12326766|4|533281280 LD|870000323400|008 - ESTAMPAR EM 04 ESTAGIOS|800|914|0|1,143|
01|1|05|28407|2022-09-20 10:05:17|PR-0447|13782948|2|BHU51174|100000063201|004 - ESTAMPAR CPL. PROGRESSIVA|1500|0|2,143|0|PEÇAS NOVA G.M
12|0|01|30064|2022-10-03 09:58:16|PR-0454|12297929|4|53490309 LD|87000031920120|009 - ESTAMPAR EM 05 ESTAGIOS|960|914|0,219|0,952|
12|0|01|30064|2022-10-03 09:58:16|PR-0454|12306697|4|53490364 LE|870000319401|009 - ESTAMPAR EM 05 ESTAGIOS|960|900|0,286|0,938|
12|0|20|30396|2022-10-05 14:37:19|PR-0428|12326775|4|533281290 LE|870000323500|008 - ESTAMPAR EM 04 ESTAGIOS|800|914|0|1,143|
12|0|01|30397|2022-10-05 14:40:10|PR-0452|12331564|4|533281280_290|87000032340010|003 - CORTAR BLANK|4375|4264|0,1|0,975|
01|0|14|30488|2022-10-06 09:15:05|PR-0434|13954422|2|17358-3M6-0000-20|57000201080110|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|5,714|0|
12|0|14|30399|2022-10-05 15:08:00|PR-0422|12331814|4|533318770|870000325001|004 - ESTAMPAR CPL. PROGRESSIVA|22820|14809|5,007|0,649|
01|0|01|30076|2022-10-03 12:14:08|SP-0463|13920379|4|26294527|10000005440010|064 - SOLDAR ABA PROJECAO|2500|1525|7,331|0,61|
01|0|05|28430|2022-09-20 11:47:56|PR-0129|13775867|2|552759170|87000031330010|004 - ESTAMPAR CPL. PROGRESSIVA|18478|0|5,8|0|
01|0|02|30077|2022-10-03 12:18:20|TK-0002|13915883|4|26228172|100000056001|036 - SOLDAR PINO|1586|478|8,523|0,301|
01|0|01|30497|2022-10-06 09:31:59|TK-0003|13876212|4|52107896|100000047500|060 - SOLDAR PARAFUSO PROJECAO|600|0|6|0|
12|0|24|30463|2022-10-06 08:15:02|SP-0457|12339461|4|521760430|87000031470020|035 - SOLDAR PORCA|1200|0|2,857|0|
01|0|01|30080|2022-10-03 12:24:04|SP-0455|13925683|4|534940590|87000031720010|055 - MONTAR COMP.E SOLDAR PONTO|5700|0|40,714|0|
01|0|02|30481|2022-10-06 08:55:04|SP-0461|13944551|4|61648K1010 LE|510003501400|035 - SOLDAR PORCA|600|0|1,974|0|
01|0|03|30530|2022-10-06 11:36:40|PR-0252|13946469|2|94716571|100000042001|007 - ESTAMPAR EM 03 ESTAGIOS|4215|0|10,538|0|
01|0|07|28534|2022-09-21 07:53:21|PR-0065|13785022|2|5129402060    LE|510003500900|004 - ESTAMPAR CPL. PROGRESSIVA|2800|0|2,059|0|
01|0|07|27726|2022-09-14 07:59:04|PR-0434|13724361|2|501464330|87000032870010|004 - ESTAMPAR CPL. PROGRESSIVA|6000|0|4,688|0|
12|0|78|30084|2022-10-03 12:45:15|BM-0001|12303285|4|534901160 LE|870000326300|072 - MONTAR E TRAVAR|600|600|0|1|
01|0|01|30404|2022-10-05 16:07:24|PR-0448|13938009|4|57611-02201 LD (360B)|51000350430010|006 - ESTAMPAR EM 02 ESTAGIOS|450|438|0,05|0,973|
01|0|01|30405|2022-10-05 16:08:08|PR-0412|13934770|4|57611-02201 LD (360B)|51000350430020|006 - ESTAMPAR EM 02 ESTAGIOS|450|442|0,033|0,982|
12|0|23|30406|2022-10-05 16:08:58|RO-020|12326348|2|533318900 LD|870000320800|081 - CRAVAR PINO|1500|0|8,333|0|
01|0|04|28416|2022-09-20 11:25:37|PR-0432|13772602|2|521762020 LD|870000329000|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|16,667|0|
01|0|06|28539|2022-09-21 08:05:12|PR-0129|13788416|4|67361K1010|51000350120010|004 - ESTAMPAR CPL. PROGRESSIVA|12105|4842|3,347|0,4|
12|0|24|30407|2022-10-05 16:09:38|RO-020|12326362|2|533318920 LE|870000320900|081 - CRAVAR PINO|1500|0|8,333|0|
01|0|02|30408|2022-10-05 16:10:12|PR-0448|13844927|4|57612-02211 LE (360B)|51000350440010|006 - ESTAMPAR EM 02 ESTAGIOS|1350|0|5,625|0|
12|0|03|30088|2022-10-03 13:02:31|PR-0427|12187629|4|203084 LD|87000032700020|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|10,5|0|
01|0|02|30409|2022-10-05 16:10:53|PR-0412|13841730|4|57612-02211 LE (360B)|51000350440020|006 - ESTAMPAR EM 02 ESTAGIOS|1450|0|6,042|0|
12|0|68|30410|2022-10-05 16:11:42|TK-0007|12329990|4|534895720 LE|87000031940020|036 - SOLDAR PINO|72|0|0,837|0|
12|0|68|30410|2022-10-05 16:11:42|TK-0007|12331001|4|53489602 LE|870000319410|036 - SOLDAR PINO|80|0|0,444|0|
12|0|68|30410|2022-10-05 16:11:42|TK-0007|12327885|4|534894510 LE|87000031890010|036 - SOLDAR PINO|85|0|0,988|0|
12|0|68|30410|2022-10-05 16:11:42|TK-0007|12328337|4|534894480 LD|87000031900010|036 - SOLDAR PINO|85|0|0,988|0|
01|0|02|30412|2022-10-05 16:41:29|PR-0439|13936793|4|26227903|100000054403|007 - ESTAMPAR EM 03 ESTAGIOS|2774|0|9,907|0|
12|0|04|30413|2022-10-05 17:06:04|SP-0450|12332745|4|534898310|87000031840050|060 - SOLDAR PARAFUSO PROJECAO|288|0|2,323|0|
12|0|45|30414|2022-10-05 17:31:23|PR-0451|12337130|4|534894500_530 LD/LE|87000031890305|003 - CORTAR BLANK|2204|1607|0,746|0,729|
01|0|04|28416|2022-09-20 11:25:37|PR-0432|13772619|2|521762030 LE|870000329100|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|16,667|0|
12|0|46|30415|2022-10-05 17:33:15|PR-0451|12336935|4|534164520_530|87000032380110|003 - CORTAR BLANK|2999|0|2,499|0|
01|0|08|30489|2022-10-06 09:16:42|PR-0443|13954060|2|26228172|10000005600120|009 - ESTAMPAR EM 05 ESTAGIOS|4000|0|6,667|0|
01|0|14|30490|2022-10-06 09:17:39|PR-0065|13951863|2|68124TRYAM000H1(1)|57000200250110|003 - CORTAR BLANK|1000|0|2|0|
12|0|03|30495|2022-10-06 09:28:15|PR-0452|12348883|4|534976090 LE|87000031790110|003 - CORTAR BLANK|1160|0|2,32|0|
12|0|69|30429|2022-10-05 21:53:33|TK-0007|12328281|4|534894530 LE|870000318903|036 - SOLDAR PINO|85|0|0,708|0|
12|0|02|30417|2022-10-05 17:37:28|PR-0452|12337074|4|534976080 LD|87000031780110|003 - CORTAR BLANK|1379|0|2,758|0|
12|0|47|30418|2022-10-05 17:39:24|PR-0451|12335182|3|533764800_810|87000032110010|003 - CORTAR BLANK|1000|0|1,25|0|
01|0|01|30419|2022-10-05 18:00:25|RM-0004|13931014|4|1STF138000   LH LE|160000604800|037 - MONTAR E SOLDAR MIG|900|0|26,471|0|
01|0|02|30420|2022-10-05 18:01:31|RM-0004|13931022|4|1STF139000 RH LD|160000604900|037 - MONTAR E SOLDAR MIG|900|0|26,471|0|
01|0|01|27896|2022-09-15 11:22:02|PR-0442|13719020|4|26274522 LD|10000005640020|009 - ESTAMPAR EM 05 ESTAGIOS|10000|1952|13,413|0,195|
01|0|02|30421|2022-10-05 18:19:04|PR-0443|13938040|4|57115-02140 LD|51000350470010|046 - FORMAR|2400|796|5,347|0,332|
01|0|01|30423|2022-10-05 18:26:42|PR-0443|13938048|4|57116-02150 LE|51000350480010|046 - FORMAR|1800|0|6|0|
01|0|01|30486|2022-10-06 09:12:20|SP-0442|13955038|3|94733074|10000003250430|043 - PONTEAR ABA|2000|0|3,922|0|
12|0|30|30427|2022-10-05 19:58:33|RM-0002|12329532|4|53490336 LD|870000319203|037 - MONTAR E SOLDAR MIG|300|262|0,215|0,873|
12|0|30|30427|2022-10-05 19:58:33|RM-0002|12330614|4|53490335 LE|870000319403|037 - MONTAR E SOLDAR MIG|300|0|1,695|0|
12|0|69|30429|2022-10-05 21:53:33|TK-0007|12331002|4|53489602 LE|870000319410|036 - SOLDAR PINO|80|0|0,444|0|
01|1|11|30464|2022-10-06 08:15:52|PR-0438|13951866|2|60640TRYAM00250|57000200280110|003 - CORTAR BLANK|1000|0|0,726|0|PRODUZIR SOMENTE 1000 PÇS
01|0|02|30431|2022-10-05 22:10:06|RP-0010|13932979|4|52079188|100000040700|055 - MONTAR COMP.E SOLDAR PONTO|500|232|7,882|0,464|
01|0|04|30432|2022-10-05 23:04:37|PR-0420|13934081|2|26312794|100000060601|016 - FURAR|3000|0|8,333|0|
12|0|58|30433|2022-10-05 23:35:31|SP-0472|12334188|4|534895720 LE|87000031940010|035 - SOLDAR PORCA|72|0|0,9|0|
12|0|58|30433|2022-10-05 23:35:31|SP-0472|12328914|4|534895200 LD|87000031920010|208 - SOLDAR PORCA E PARAFUSO|72|0|1,8|0|
01|0|05|28291|2022-09-19 14:07:14|PR-0419|13757597|4|A20140002|110000331400|004 - ESTAMPAR CPL. PROGRESSIVA|4658|0|4,658|0|
01|0|01|30434|2022-10-06 05:37:12|PR-0419|13956207|4|520866550|870000330600|004 - ESTAMPAR CPL. PROGRESSIVA|500|251|0,156|0,502|
01|0|07|30435|2022-10-06 06:31:51|PR-0444|13946325|2|52.015.593|100000034201|008 - ESTAMPAR EM 04 ESTAGIOS|1500|0|7,653|0|
12|0|70|30436|2022-10-06 06:32:22|TK-0007|12340167|4|534894480 LD|87000031900010|036 - SOLDAR PINO|85|0|0,988|0|
01|0|16|30437|2022-10-06 06:36:16|PR-0447|13943167|2|26260407  LD|100000058100|004 - ESTAMPAR CPL. PROGRESSIVA|6000|0|6,667|0|
01|0|04|30438|2022-10-06 06:46:31|PR-0448|13937286|2|26227977|100000055703|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|12|0|
01|0|08|30442|2022-10-06 07:05:16|PR-0426|13947231|2|26254836/837|10000005550010|003 - CORTAR BLANK|5000|0|2,778|0|
01|0|10|30443|2022-10-06 07:06:15|PR-0446|13943073|2|26254836     LE|100000055500|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|13,636|0|
01|0|03|30440|2022-10-06 06:51:45|PR-0446|13937333|4|26227979|100000055705|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|13,043|0|
01|0|03|30440|2022-10-06 06:51:45|PR-0446|13937357|4|26227980|100000055706|008 - ESTAMPAR EM 04 ESTAGIOS|3000|0|13,043|0|
01|0|10|30443|2022-10-06 07:06:15|PR-0446|13943096|2|26254837     LD|100000055600|009 - ESTAMPAR EM 05 ESTAGIOS|3000|0|13,636|0|
01|0|11|30444|2022-10-06 07:07:56|PR-0446|13942880|2|94714803  LD|100000051700|008 - ESTAMPAR EM 04 ESTAGIOS|2000|0|8,696|0|
01|0|11|30444|2022-10-06 07:07:56|PR-0446|13942891|2|94714804  LE|100000051800|008 - ESTAMPAR EM 04 ESTAGIOS|2000|0|8,696|0|
01|0|17|30445|2022-10-06 07:08:49|PR-0447|13943030|2|26254835|100000055000|004 - ESTAMPAR CPL. PROGRESSIVA|6000|0|5|0|
01|0|04|30446|2022-10-06 07:10:21|PR-0251|13951096|2|52102375/376|10000005690010|003 - CORTAR BLANK|2000|0|1,026|0|
01|0|12|30447|2022-10-06 07:11:05|PR-0446|13947361|2|52102375   LE|100000056900|008 - ESTAMPAR EM 04 ESTAGIOS|2000|0|8,696|0|
01|0|12|30447|2022-10-06 07:11:05|PR-0446|13947372|2|52102376    LD|100000057000|008 - ESTAMPAR EM 04 ESTAGIOS|2000|0|8,696|0|
01|0|13|30448|2022-10-06 07:12:17|PR-0446|13942788|2|52131199 LD|100000049800|006 - ESTAMPAR EM 02 ESTAGIOS|1500|0|5|0|
01|0|13|30448|2022-10-06 07:12:17|PR-0446|13942799|2|52131200 LE|100000049900|006 - ESTAMPAR EM 02 ESTAGIOS|1500|0|5|0|
01|0|03|30530|2022-10-06 11:36:40|PR-0252|13949760|2|94716572|100000042101|007 - ESTAMPAR EM 03 ESTAGIOS|4756|0|11,89|0|
01|0|24|30450|2022-10-06 07:21:17|BM-0009|13944210|4|A20788901|110000330700|034 - MONTAR COMPONENTES E REBITAR|1512|216|9,969|0,143|
01|0|45|30451|2022-10-06 07:23:06|BM-0002|13945784|4|501464340|870000328800|072 - MONTAR E TRAVAR|1500|0|15|0|
01|0|30|30452|2022-10-06 07:25:46|BM-0005|13945389|4|520458050|870000311800|038 - MONTAR CJ. FINAL|2506|0|6,112|0|
01|0|08|30453|2022-10-06 07:26:03|PR-0419|13949330|2|533770610|87000031990020|007 - ESTAMPAR EM 03 ESTAGIOS|64|0|0,229|0|
01|0|02|30454|2022-10-06 07:26:26|PR-0419|13950970|4|26227988|100000055711|007 - ESTAMPAR EM 03 ESTAGIOS|2700|0|9,31|0|
01|0|02|30454|2022-10-06 07:26:26|PR-0419|13950993|4|26227989|100000055712|007 - ESTAMPAR EM 03 ESTAGIOS|2700|0|9,31|0|
01|0|26|30455|2022-10-06 07:28:51|RO-018|13949319|4|533267730 LE|87000031980030|085 - REBITAR|5840|0|20,857|0|
01|0|03|30456|2022-10-06 07:51:19|PR-0438|13956189|2|B3G-F7321-00|16000060730110|003 - CORTAR BLANK|2000|0|5,181|0|
01|0|05|28571|2022-09-21 12:11:38|PR-0430|13788619|2|60714-T7T-M000-H1|570002000901|010 - ESTAMPAR EM 06 ESTAGIOS|3000|0|8,824|0|
01|0|03|30457|2022-10-06 08:02:04|PR-0123|13955434|2|5RMF741A00|16000060520030|024 - DOBRAR|1500|0|3|0|
01|0|03|30458|2022-10-06 08:03:01|PR-0085|13954217|2|5RMF741A00|16000060520040|006 - ESTAMPAR EM 02 ESTAGIOS|1500|0|3|0|
01|0|05|30459|2022-10-06 08:06:06|PR-0251|13947905|2|2CCF419200|16000060180020|006 - ESTAMPAR EM 02 ESTAGIOS|4000|0|10|0|
01|0|07|30460|2022-10-06 08:09:24|PR-0448|13948190|2|6313302250|510003503500|004 - ESTAMPAR CPL. PROGRESSIVA|3000|0|3,797|0|
01|0|08|30461|2022-10-06 08:10:18|PR-0448|13948206|2|6312802110|510003503600|004 - ESTAMPAR CPL. PROGRESSIVA|3000|0|3|0|
01|1|11|30464|2022-10-06 08:15:52|PR-0438|13951869|2|60690TRYAM00050|57000200290110|003 - CORTAR BLANK|1000|0|0,726|0|PRODUZIR SOMENTE 1000 PÇS
01|0|04|28670|2022-09-22 07:43:04|PR-0186|13804976|2|4B4-F4192-00|16000060180010|014 - REPUXAR|4000|0|1,541|0|
01|1|06|30465|2022-10-06 08:17:21|PR-0435|13948400|2|60640TRYAM00250|570002002801|009 - ESTAMPAR EM 05 ESTAGIOS|1000|0|3,125|0|PRODUZIR SOMENTE 1000 PÇS
01|1|07|30466|2022-10-06 08:19:45|PR-0435|13948406|2|60690TRYAM00050|570002002901|009 - ESTAMPAR EM 05 ESTAGIOS|1000|0|3,125|0|PRODUZIR SOMENTE 1000 PÇS
01|0|06|30467|2022-10-06 08:22:13|PR-0186|13951855|2|50275/50276 ( BUMERANG )|57000200130010|003 - CORTAR BLANK|7988|0|3,043|0|
01|0|09|30468|2022-10-06 08:23:58|PR-0439|13948457|2|60932-T9L-M000-50|570002006901|004 - ESTAMPAR CPL. PROGRESSIVA|10050|0|4,17|0|
01|0|09|30469|2022-10-06 08:24:54|PR-0426|13951841|2|74625/74675-T9A|57000200030010|003 - CORTAR BLANK|3000|0|1,546|0|
01|0|06|30470|2022-10-06 08:26:18|PR-0154|13948333|2|74625|57000200030020|007 - ESTAMPAR EM 03 ESTAGIOS|1500|0|5,556|0|
01|0|06|30470|2022-10-06 08:26:18|PR-0154|13948338|2|74675|57000200040020|007 - ESTAMPAR EM 03 ESTAGIOS|1500|0|5,556|0|
01|0|03|28154|2022-09-19 07:15:45|PR-0129|13757678|2|1STF211200 LD|160000606500|004 - ESTAMPAR CPL. PROGRESSIVA|10000|0|5,405|0|
01|0|07|30471|2022-10-06 08:27:04|PR-0154|13944825|2|74625-T9A     LD|570002000300|007 - ESTAMPAR EM 03 ESTAGIOS|1500|0|4,688|0|
01|0|07|30471|2022-10-06 08:27:04|PR-0154|13944830|2|74675-T9A     LE|570002000400|007 - ESTAMPAR EM 03 ESTAGIOS|1500|0|4,688|0|
01|0|02|30472|2022-10-06 08:29:39|PR-0129|13956044|4|94733064/074|10000003240410|003 - CORTAR BLANK|5194|0|1,731|0|
01|0|03|28162|2022-09-19 07:23:27|PR-0448|13761440|4|6314302270|510003503300|004 - ESTAMPAR CPL. PROGRESSIVA|3422|0|3,845|0|
01|0|04|30473|2022-10-06 08:32:25|SP-0433|13951377|3|52169075 LD|10000006660010|055 - MONTAR COMP.E SOLDAR PONTO|614|0|15,35|0|
01|0|04|30474|2022-10-06 08:33:42|SP-0470|13949937|2|52147462|10000004880010|055 - MONTAR COMP.E SOLDAR PONTO|170|0|2,615|0|
01|0|03|30475|2022-10-06 08:34:17|SP-0470|13950038|3|52157230|10000004950020|055 - MONTAR COMP.E SOLDAR PONTO|800|0|12,5|0|
01|0|02|30476|2022-10-06 08:35:05|SP-0470|13950018|3|52157230|10000004950010|055 - MONTAR COMP.E SOLDAR PONTO|800|0|12,308|0|
01|0|28|30477|2022-10-06 08:37:27|RO-016|13945952|4|552681900|870040306800|072 - MONTAR E TRAVAR|6050|0|17,286|0|
01|0|04|28546|2022-09-21 09:17:27|PR-0426|13786763|2|94763548|100000041801|004 - ESTAMPAR CPL. PROGRESSIVA|4000|0|2,596|0|
12|0|21|30478|2022-10-06 08:38:13|PR-0428|12187629|4|203084 LD|87000032700020|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|10,5|0|
12|0|21|30478|2022-10-06 08:38:13|PR-0428|12331982|4|203085 LE|87000032710020|006 - ESTAMPAR EM 02 ESTAGIOS|1050|0|3,5|0|
12|0|71|30479|2022-10-06 08:38:48|TK-0007|12340108|4|534894530 LE|870000318903|036 - SOLDAR PINO|85|0|0,708|0|
01|0|30|30480|2022-10-06 08:39:22|BM-0011|13946298|4|5043462|930000410200|047 - LAVAR PECAS|11900|0|9,917|0|
01|0|30|30480|2022-10-06 08:39:22|BM-0011|13946298|4|5043462|930000410200|039 - TAMBOREAR|11900|0|9,917|0|
01|0|30|30480|2022-10-06 08:39:22|BM-0011|13946298|4|5043462|930000410200|072 - MONTAR E TRAVAR|11900|0|54,091|0|
01|0|02|30482|2022-10-06 09:00:23|SP-0443|13954405|3|64181-BX000 LD|52000195011520|043 - PONTEAR ABA|4264|0|16,4|0|
01|0|01|30483|2022-10-06 09:06:34|RM-0003|13946371|4|52.015.586|100000034208|037 - MONTAR E SOLDAR MIG|3879|0|18,471|0|
01|0|04|30484|2022-10-06 09:09:55|PR-0444|13840986|4|94755855 LE|100000059201|008 - ESTAMPAR EM 04 ESTAGIOS|1771|0|8,433|0|
01|0|04|30484|2022-10-06 09:09:55|PR-0444|13840997|4|94755856 LD|100000059301|008 - ESTAMPAR EM 04 ESTAGIOS|1771|0|8,433|0|
01|0|02|30485|2022-10-06 09:10:24|SP-0462|13951050|3|26228172|10000005600130|060 - SOLDAR PARAFUSO PROJECAO|1225|0|6,125|0|
01|0|03|30491|2022-10-06 09:18:49|SP-0458|13953195|3|94733067|100000032405|035 - SOLDAR PORCA|2519|0|4,498|0|
01|0|05|30492|2022-10-06 09:21:24|PR-0448|13952028|2|A0060519|64000071050010|004 - ESTAMPAR CPL. PROGRESSIVA|20000|0|22,222|0|
01|0|03|30494|2022-10-06 09:26:16|SP-0460|13933675|3|26227902|100000054402|035 - SOLDAR PORCA|5500|0|9,483|0|
01|0|03|30496|2022-10-06 09:30:01|TK-0001|13948996|3|517169880|87000031070230|060 - SOLDAR PARAFUSO PROJECAO|2000|0|11,173|0|
01|0|01|30498|2022-10-06 09:33:06|SP-0453|13942495|4|94763433 LD|100000039300|060 - SOLDAR PARAFUSO PROJECAO|2200|0|7,857|0|
12|0|02|30499|2022-10-06 09:34:37|SP-0444|12337968|4|533617760 LD|870000319500|035 - SOLDAR PORCA|800|0|2|0|
01|0|02|30501|2022-10-06 09:35:17|SP-0463|13953443|3|94763412|100000040503|060 - SOLDAR PARAFUSO PROJECAO|2000|0|5,882|0|
12|0|01|30502|2022-10-06 09:35:21|SP-0444|12337980|4|533617770 LE|870000319600|035 - SOLDAR PORCA|800|0|2|0|
12|0|05|30503|2022-10-06 09:38:07|SP-0450|12339504|4|521432780|87000031600010|035 - SOLDAR PORCA|700|0|2,917|0|
12|0|05|30504|2022-10-06 09:39:50|SP-0452|12273113|2|534895810 LD|87000031780010|055 - MONTAR COMP.E SOLDAR PONTO|250|0|2,5|0|
